系統序號,建立時間,開課時程,開課年度,開課學期,開課學期名稱,級別名,級別碼,校制碼,校碼,校名,校名關鍵字,_學校名稱,英文校名,郵遞區號,課程名稱,英文名稱,學院名稱,系所名稱,系所英文名稱,學程名稱,分組,年級,開課老師,職稱,學分數,每週上課時數,每週實習時數,課程大綱,課程連結,備註,填表人,男學生修課人數,女學生修課人數,其他學生修課人數,授課語言1,授課語言2,證照1,證照2,學制_,學制,部校訂_,部校訂,科目類別_,科目類別,教學型態_,教學型態,必選修_,必選修,師資來源_,師資來源,全英語教學_,全英語教學,跨校選修_,跨校選修,專兼任_,專兼任,教師分類_,教師分類,聘書職級_,聘書職級,開課老師性別_,開課老師性別,系科屬性_,系科屬性,國外合作遠距課程_,國外合作遠距課程,遠距教學提供字幕_,遠距教學提供字幕,全英語學程_,全英語學程,內涵主題碼,總修課人數,_授課語言,_證照,節次,教室,教學內涵,課號,相似度
8400383,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,Inkscape向量繪圖與雲端開放資源應用,Inkscape Vector Design and Applications of Cloud-Based Open Resources,教務處,教務處通識教育中心,Office of Academic Affairs Center of General Education,,,0,孫賜萍,,2,2,0,"""  在當今AI浪潮襲捲的年代;不只設計工具的選擇日新月異;人工操作設計工具的技能也因為AI的出現而被忽視;特別是很多常見的設計軟體因為商業化而逐步走向訂閱制;造成使用者非得有帳號密碼甚至一定要付費才能解決設計的問題。      這門課程專為無設計背景的學生而設計;旨在教授培養如何善用開放工具與雲端資源解決設計問題的能力;並以 Inkscape 公共版權向量設計軟體為主軸;搭配雲端開放圖庫的應用來解決各種設計問題。  在課堂上;我們將帶領學生學會設計師解決問題的思維與技能;並進一步從案例實作了解各項設計與創作工具運用的操作技巧。    此課程加簽作業請至通識教育中心(行政大樓四樓)辦理。    """,,,,12,27,0,中文,,,,學士班(含第二部),11,系定,3,通識科目,1,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,助理教授,3,男性,1,通識中心,99902,否,0,無,0,否,0,,39,中文,,三FG,商館260105,1,090129-00-1,0
8400384,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,數位人文學概論,Introduction to Digital Humanities,文學院,文學院,Liberal Arts,數位人文技術與應用學分學程,,0,鄭有容,,3,0,0,"""本課程旨在引導學生探索數位科技與生成式AI如何影響並豐富人文領域研究;透過不同的主題和方法;學生將深入瞭解數位人文的基本理念、工具和應用。課程將涵蓋從文字探勘、社會網絡分析到資料視覺化等多面向議題;並展示各種數位人文技術與AI工具的應用範例;包括實體人文資源的數位化流程、圖書館資料庫的使用、生成式AI於人文研究中的輔助應用、以及新興數位人文技術趨勢的研討。期盼藉由實際操作和討論;學生將有效地利用數位人文與AI概念開展跨領域學習興趣;強化學生在數位時代運用數位科技與AI進行人文研究的能力。  """,,,,7,6,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,男性,1,其他不能歸類之各學類,99901,否,0,無,0,否,0,,13,中文,,三D56,百年電腦室,1,100714-00-1,0
8400683,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,國際安全,International Security,國際事務學院,外交學系,Diplomacy,,,2,崔進揆,,3,3,0,"""  International security is one of the most dynamic and consequential subfields in International Relations. As states; international organizations; and non-state actors confront an increasingly complex security environment&mdash;from great-power rivalry and nuclear proliferation to civil wars; terrorism; climate change; and emerging technologies&mdash;students need both theoretical tools and empirical knowledge to understand these challenges.      This course provides an introduction to the major concepts; theories; and debates that shape the study and practice of international security. It begins with foundational approaches (realism; liberalism; constructivism) and core analytical frameworks such as the security dilemma; polarity; and the causes of war. Building on these foundations; the course explores a wide range of contemporary security issues; including nuclear strategy; collective security; civil wars; terrorism; Middle East and Indo-Pacific regional dynamics; climate security; economic and energy challenges; and cybersecurity and AI competition.      Through lectures; guided discussions; and group presentations; students will learn to analyze historical and contemporary cases using academic literature and theoretical perspectives. The course equips students with critical thinking; analytical reasoning; and evidence-based argumentation skills essential for understanding global security in a rapidly changing world.  """,,,,32,36,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,國際關係細學類,03122,否,0,無,0,否,0,,68,中文,,二234,大勇210101,1,203060-01-1,0
8400938,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,文化生態研究專題:森林的綠色發展;保育和氣候變遷,Seminar on Cultural Ecology of Forests: Green Development; Conservation; and Climate Change,社會科學學院,民族學系,Ethnology,,,1,吳考甯,,3,3,0,"""Course Description    What exactly is a forest and from whose perspective is a forest defined? How are forests used; by whom; and with what effects? To answer these questions; we will examine case studies from Southeast Asia to understand forests in multiple registers and from the perspective of many different users; including the forest itself. We will study the institutional frameworks of Green Development; Conservation; and Climate Change; and use empirical examples from Southeast Asia to contextualize them in practice. Examples will include case studies about the history of forest management and the ways that development; conservation; and climate change interact with forest resources and communities that live in and around forests. The objective of the course is to introduce the historical trajectory of forest use and management from the colonial era to the present in the Southeast Asian context. Also to teach students how to think critically about different resource-use practices; social systems; and technologies. Through the examination of stories; documents; and policies; we will discuss the many possible ways to use forest resources and the effects of those different strategies. Through this examination; we will come to understand the beliefs; values; and structures that underlie different practices and how these shift over time and across groups. To explore this dynamic and transformative interaction; we excavate the concepts above; attending to their structures; interchanges; and contradictions. Through primary source materials; ethnographic and historical studies; and theories that attend to the world-making power of culture; this course will provide more questions than answers. The objective is to trace how people not only use resources and develop policies toward that end; but also to make visible the boundaries and divisions that these various projects ignite. Our collective challenge will be to look through these boundaries to find transformative pathways.         Artificial Intelligence    AI is a tool; like a calculator. Why; exactly it was so vigorously developed and deployed at this historical moment; especially considering its massive impact on water and energy use; is an important question to consider. If students wish to stop thinking in order to advance their careers there is little that the academic institution can do; except to inform you and set certain parameters. AI does not generate knowledge and makes strange mistakes. Its use for crafting ideas or understanding assigned essays will be obvious in this class; because the professor&rsquo;s reading of classic texts does not always follow accepted interpretations. Using AI as a tool to improve the readability of your independently crafted article is acceptable and encouraged; other uses are lazy and wasteful of common pool resources. Grades will reflect your oral participation in class; your original thinking; and your written work as it reflects (or does not reflect) your embodied participation.   """,,,,2,1,0,英文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,女性,2,人類學及民族學細學類,02222,否,0,無,0,否,0,,3,英文,,三234,綜合270717,1,259698-00-1,0
8401170,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資訊系統專案設計,Information Systems Project,商學院,資訊管理學系,Management Information Systems,,,3,周彥君;莊皓鈞;李曉惠,,3,3,0,"""This is a three-semester long course. Students should work in teams on the selected projects and develop an information system that can fulfill the desired functions. Before implementing the system; system analysis and design methods or tools should be applied. Detail specification and design should be properly prepared. Documentation should be maintained properly as well.    Students may decide the topic with the course mentor/instructor. Topics such as e-commenrce applications; digital marketing; social media; fintech; e-health; service science innovation; ITinnovation; robotics; human-computer interactions; user experience design; artificial intelligence;and enterprise systems may be considered.Students should be familiar with some development tools or programming languages; such as HTML; CSS; Python; Java; Javascript; R; SQL; DBMS basics; machine learning algorithms; cloud computing basics; etc.  """,,,,9,5,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任;專任;專任,1;1;1,一般教師;一般教師;一般教師,1;1;1,教授;教授;教授,1;1;1,女性;男性;女性,2;1;2,資訊技術細學類,06131,否,0,無,0,否,0,,14,中文,,六AB1,教室洽系所,1,306016-00-2,0
8401171,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資訊系統專案設計,Information Systems Project,商學院,資訊管理學系,Management Information Systems,,,3,郁方;蔡瑞煌,,3,3,0,"""Students work in teams on the selected projects and develop a system that can fulfill the desired functions. Before implementing the system; system analysis method and design methods or tools should be applied. Detail specification and design should be properly prepared. Documentation should be maintained properly as well. The code of the system should be upload to a public repository. The code tracking system should be used as well.    The topic may include security; data analysis; and fintech. Students should be familiar with some development tool or language; such as HTML; CSS; Python; database; machine learning algorithm; etc.    Tools:  - Web framework: Python web framework (model/view/control); database system; frontend/backend  - Message Broker: open source message broker  - Software development: project management; code repository; bug/issue tracking system; documenting system;  - Virtualization Environment: virtual machine; virtualized network; automated balancer; Docker  - Paradigms: Continuous delivery; continuous integration; agile  """,,,,1,12,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任;專任,1;1,一般教師;一般教師,1;1,副教授;教授,2;1,男性;男性,1;1,資訊技術細學類,06131,否,0,無,0,否,0,,13,中文,,六AB1,教室洽系所,1,306016-01-2,0
8401172,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資訊系統專案設計,Information Systems Project,商學院,資訊管理學系,Management Information Systems,,,3,杜雨儒;周致遠;向倩儀,,3,3,0,"""This is a three-semester long course. Students should work in teams on the selected projects and develop an information system that can fulfill the desired functions. Before implementing the system; system analysis and design methods or tools should be applied. Detail specification and design should be properly prepared. Documentation should be maintained properly as well.    Students may decide the topic with the course mentor/instructor. Topics such as e-commenrce applications; digital marketing; social media; fintech; e-health; service science innovation; ITinnovation; robotics; human-computer interactions; user experience design; artificial intelligence;and enterprise systems may be considered.Students should be familiar with some development tools or programming languages; such as HTML; CSS; Python; Java; Javascript; R; SQL; DBMS basics; machine learning algorithms; cloud computing basics; etc.  """,,,,5,8,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任;專任;專任,1;1;1,一般教師;一般教師;一般教師,1;1;1,教授;副教授;助理教授,1;2;3,男性;男性;女性,1;1;2,資訊技術細學類,06131,否,0,無,0,否,0,,13,中文,,六AB1,教室洽系所,1,306016-02-2,0
8401174,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資訊系統專案設計,Information Systems Project,商學院,資訊管理學系,Management Information Systems,,,3,蕭舜文;洪智鐸;莊豐源,,3,3,0,"""Students will work in teams on selected projects to develop a system that meets the desired objectives. Before implementing the system; they must apply appropriate system analysis methods and project management tools. Detailed specifications and designs should be created carefully; and proper documentation must be maintained throughout the process. The system&#39;s code should be uploaded to a public repository; and a code tracking system should be utilized to manage changes. Topics may include security and data analysis. Students should also be familiar with various development tools and programming languages; such as HTML; CSS; Python; as well as databases and machine learning algorithms.    Tools:       Web Framework: Python web framework (model/view/control); database system; frontend/backend   Distributed Message Broker: open-source message broker   Software development: project management; code repository; bug/issue tracking system; documenting system;   Virtualization Environment: virtual machine; virtualized network; automated balancer; Docker   Paradigms: Continuous delivery; continuous integration; agile   Big Data Platform: Spark; HDFS    """,,,,7,4,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任;專任;專任,1;1;1,一般教師;一般教師;一般教師,1;1;1,副教授;助理教授;助理教授,2;3;3,男性;男性;男性,1;1;1,資訊技術細學類,06131,否,0,無,0,否,0,,11,中文,,六AB1,教室洽系所,1,306016-04-2,0
8401177,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,管理科學,Management Science,商學院,資訊管理學系,Management Information Systems,,,2,周彥君;莊皓鈞,,3,3,0,"""This is a required course for undergraduate students in Management Information Systems. In recent years; the notion of analytics and artificial intelligence (AI) has been shaking many industries. A Lot of development in analytics and AI is grounded on Management Science models and solution approaches. Since its inception; Management Science has had tremendous influences on how firms make strategic; tactic; and operational decisions for different functions including marketing; production; R&amp;D; human resources; finance; etc. The primary goal of this course is to sharpen students&#39; quantitative modeling skills.  """,,,,24,33,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任;專任,1;1,一般教師;一般教師,1;1,教授;教授,1;1,女性;男性,2;1,資訊技術細學類,06131,否,0,無,0,否,0,,57,中文,,二234,商館260313,1,306048-00-1,0
8401178,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,管理科學,Management Science,商學院,資訊管理學系,Management Information Systems,金融科技專長學分學程,,2,周彥君;莊皓鈞,,3,3,0,"""This is a required course for undergraduate students in Management Information Systems. In recent years; the notion of analytics and artificial intelligence (AI) has been shaking many industries. A Lot of development in analytics and AI is grounded on Management Science models and solution approaches. Since its inception; Management Science has had tremendous influences on how firms make strategic; tactic; and operational decisions for different functions including marketing; production; R&amp;D; human resources; finance; etc. The primary goal of this course is to sharpen students&rsquo; quantitative modeling skills.  """,,,,35,23,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,專任;專任,1;1,一般教師;一般教師,1;1,教授;教授,1;1,女性;男性,2;1,資訊技術細學類,06131,否,0,無,0,否,0,,58,中文,,三234,商館260312,1,306048-01-1,0
8401181,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,學習演算法與量子計算,Learning Algorithms and Quantum Computing,商學院,資訊管理學系,Management Information Systems,,,3,莊豐源;蔡瑞煌,,3,3,0,"""The course objectives include the introduction of artificial Neural Networks (NNs); Quantum Computing (QC); and Quantum Neural Networks (QNNs); as well as the in-depth discussions on issues regarding developing learning algorithms of NNs and QNNs.  """,,,,7,2,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任;專任,1;1,一般教師;一般教師,1;1,助理教授;教授,3;1,男性;男性,1;1,資訊技術細學類,06131,否,0,無,0,否,0,,9,中文,,一D56,商館260308,1,306714-00-1,0
8401184,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,應用機器學習,Applied Machine Learning,商學院,資訊管理學系,Management Information Systems,,,3,向倩儀,,3,3,0,"""In data-driven economies; translating complex datasets into strategic insights constitutes a critical competitive advantage. This course provides a systematic; application-oriented foundation in machine learning that bridges the gap between algorithmic theory and business decision-making. Using Scikit-learn as the primary framework; the curriculum encompasses the complete machine learning lifecycle; including data engineering; feature selection; model deployment; and validation.    The course adopts an integrative problem-solving approach; training students to construct predictive and prescriptive models that address real-world challenges in risk management; market segmentation; and fraud detection. By combining traditional machine learning frameworks with foundational neural network architectures; students develop the technical depth and analytical agility necessary for driving organizational growth.  """,,,,3,1,0,英文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,女性,2,資訊技術細學類,06131,否,0,無,0,否,0,,4,英文,,三D56,資管電腦室,1,306722-00-1,0
8401185,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資料科學的商業應用,Data Science for Business,商學院,資訊管理學系,Management Information Systems,,,3,向倩儀,,3,3,0,"""This course takes a distinctly practice-driven; problem-solving approach to teaching data science for business; one that departs significantly from traditional lecture-based instruction. Rather than presenting isolated techniques through static examples; the entire course is structured around collaboratively working through a real-world business dataset from end to end. Students engage with the same dataset across multiple phases; progressively building competencies in data preprocessing; transformation; analytics; visualization; and machine learning. This design mirrors how data science is actually practiced in industry.    A hallmark of this course is its emphasis on continuous; hands-on assessment. Ten in-class quizzes are administered throughout the semester; ensuring that students consistently code; apply; and internalize each technique before moving on. This high-frequency; low-stakes testing cycle; combined with a midterm exam; a final exam; and a capstone project; creates a rigorous feedback loop that reinforces both conceptual understanding and practical fluency.    The curriculum spans essential Python libraries for data science. The first stage focuses on Pandas for data preprocessing; transformation; time series handling; and analytics; followed by data visualization and NumPy for array-based computation. The second stage introduces Scikit-learn for machine learning; covering regression; classification; evaluation metrics; and model selection. By the end of the course; students will have developed an integrated; applied skill set for tackling business data challenges with confidence; not merely theoretical knowledge.  """,,,,2,1,0,英文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,女性,2,資訊技術細學類,06131,否,0,無,0,否,0,,3,英文,,一D56,資管電腦室,1,306723-00-1,0
8401439,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資料新聞學,Data Journalism,傳播學院,新聞學系,Journalism,,,4,鄭宇君,,3,3,0,"""本課程是新聞系選修課程;及傳院學碩合開課。開放大三以上及碩士生加簽;視同學題目決定加簽;有意修課同學(無論是否已選課)請於2026年2月22日前填寫表單 https://forms.gle/npAJTE4qydktv3pK8 ;第一周上課就會請同學報告並討論題目方向。    本課為新聞系機構合開課程; Readr授課業師:總編輯簡信昌、新聞製作人李又如    課程介紹當代資料新聞的發展趨勢;瞭解各類型資料與資料分析工具對於新聞報導的啟發與影響;透過資料新聞經典個案的分析探討;並與業師合作開設工作坊;教導學生完成資料新聞專題的實作。    授課時間:星期二D56 (13:10-16:00;視當天討論情況;有可能延後下課)    課程主要分為以下兩大部分。    (一)介紹當代資料新聞學(data journalism)的源起與發展;帶領學生瞭解資料新聞學的基本概念與操作流程;從探索性的資料新聞到深入挖掘資料的調查性資料報導;從中建立運算思維;協助學生結合新聞專長與資料分析方法來進行資料新聞報導;以因應當前新聞專業所面臨的各種挑戰。    (二)資料新聞專題實作:由教師帶領學生探索各類開放資料;建立資料新聞報導的問題意識;搭配不同的資料實作工作坊;教導學生透過資料收集、清洗、分析、視覺化與詮釋來建構資料新聞報導;同時結合專家訪談以解釋資料分析的意義;最終完成一篇資料新聞報導。    本課程以專案實作學習(Project-Based Learning)為基礎;與資料新聞專業媒體 READr進行機構合作;希望修課同學帶著自己想做的題目或與教師在學期初共同商議一個可完成的題目;在後續工作坊中;業師會教導資料新聞所需要使用的R語言及相關工具;以及如何使用LLM於資料新聞分析;帶領同學一步步完成資料新聞所需的資料收集、清洗、分析、視覺化等步驟;最後結合採訪與文字報導;以完成一篇資料新聞報導。學生專案的最終作品;包含資料視覺化圖表及文字報導內容;需符合新聞報導需求;將在相關媒體網站發表。    修課同學第一周務必參與課程介紹;第一周開始就會請同學提出構想的專案題目;有意修課同學請預先構思有興趣的資料新聞題目;可參閱相關的資料新聞報導進行發想;你想做的題目構想愈多愈好;不要只準備一個題目。每周上課皆有討論及資料分析實作部分;請自備筆電。  """,,,,0,2,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,教授,1,女性,2,傳播細學類,03214,否,0,無,0,否,0,,2,中文,,二D56,傳播310431,1,401143-00-1,0
8401447,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,從創意概念到執行,From Creative Concept to the Work,傳播學院,廣告學系,Advertising,,,3,魯思貞,,3,3,0,"""從『創意發想』到『創意執行』    創意文案是水;放在方形的容器;它就是方的;放在圓形的杯子;瞬間變成圓形;你說它是天;它不會是地。創意文案-無疑是創意的靈魂;是定義創意的一句話。寫出對的文案很簡單;寫出好的文案不簡單。在這堂課裡;會教你如何發想創意;寫出精準又感動人心的文案。這只是好創意的一小步;在發想之前;你更應知道如何下精準策略與釐清行銷目的;同時要讓執行完美。    本課教師為中國文化大學中文系畢業;一名廣告文案;廣告金句以及4A最佳廣告文案獎常勝軍;也是一名作者;課堂講師;榮獲2021台灣最佳廣告人;更是各大國際廣告獎的評審;善於人性的洞察;將創意轉換為生意。    這是一門對廣告行銷行業有興趣者都適合的課程;除了教導如何發想創意;寫出一手好文案;更可以了解到目前AI如何讓創意長了一雙翅膀;同時分享各大國際廣告獎的頂尖作品;讓眼界放眼國界。  """,,,,13,49,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,助理教授,3,女性,2,行銷及廣告細學類,04143,否,0,無,0,否,0,,62,中文,,三234,研究250206,1,402097-00-1,0
8401451,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,國際行銷傳播策略,International Marketing Communication,傳播學院,廣告學系,Advertising,,,4,林芝璇,,3,3,0,"""This course introduces students to the foundational concepts; strategic frameworks; and practical considerations that shape international marketing communication. We explore how brands operate across borders and how cultural; social; and technological factors influence communication in global markets. The course connects core ideas in international marketing communication and global branding with contemporary practices in digital; data-driven; and AI-enabled marketing communication. A central goal is to translate key concepts from multiple disciplines into actionable approaches for designing; evaluating; and adapting communication strategies across different cultural contexts. By examining how audiences process and respond to global and localized communication efforts; students will be able to make more informed and effective decisions when developing international marketing communication campaigns.    *Students are required to attend the first class session. Absence without a valid reason may affect eligibility to remain enrolled.Please note that the waitlist will not be processed for this course.  """,,,,9,19,0,英文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,教授,1,女性,2,行銷及廣告細學類,04143,否,0,無,0,否,0,,28,英文,,二D56,綜南270408,1,402107-00-1,0
8401452,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人工智慧進化史:科技如何改變我們的工作與生活,AI x Innovation: The Evolution of Technology and Its Impact on Life &,傳播學院,廣告學系,Advertising,,,3,羅文倩;陳文玲,,3,0,0,"""當我們每天滑手機、刷社群、跟 AI 聊天;其實都站在一段漫長科技演進的尾端&mdash;&mdash;但你有沒有想過:這一切是怎麼走到今天的?又會把我們的未來帶往哪裡?    《人工智慧進化史:科技如何改變我們的工作與生活》(AI &amp; Innovation: How Technology Shapes Work and Life)是一門為「非理工科大學生」設計的課;不需要寫程式;也不考計算公式。我們會從二極體、電腦、網際網路、智慧型手機一路走到生成式 AI;追溯每一個關鍵轉折背後的人物、事件與社會脈絡;理解科技如何悄悄改變了我們的日常、關係與職涯想像。    在這門課裡;你不只是「聽課的學生」;而是一位「科技記者」:  你會學著用 AI 工具幫忙蒐集資料、整理年表與對照不同觀點;再加上自己的訪談、觀察與判斷;做出一份份屬於你的小型科技調查報導&mdash;&mdash;可以是圖文專題、Podcast、短影片;甚至是模擬人物專訪。AI 負責輔助;你負責思考、選擇與說故事。    課程中也會邀請科技產業實務者或研究者來對談;談半導體、網路平台、行動 App 到 AI 應用與倫理;讓你把課本外的真實世界一起納入觀察。期末時;你將帶走的不只是幾個科技名詞;而是一套面對新科技時「怎麼追源頭、怎麼看數據、怎麼問好問題」的思考工具。    如果你對未來有點好奇、對科技有點焦慮、對世界有點想問「為什麼」;這門課很適合你。歡迎一起來;用記者的眼睛、搭配 AI 的幫手;重新看懂我們正在經歷的科技時代。  """,,,,1,7,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,專任;專任,1;1,一般教師;一般教師,1;1,助理教授;教授,3;1,女性;女性,2;2,行銷及廣告細學類,04143,否,0,無,0,否,0,,8,中文,,四234,商館260102,1,402108-00-1,0
8401453,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,數位經濟創新與創業,Digital Economy Innovation and Entrepreneurship,傳播學院,廣告學系,Advertising,,,4,李彥樞,,3,3,0,"""本課程專為非工程背景的傳播與行銷學生設計;聚焦於數位經濟下的創新與創業實戰能力。課程不強調程式開發;而是培養學生以下關鍵能力:       市場測量與分析 (Market Sizing and Research)   洞察真實用戶問題(Customer Insight)   建立清楚且有說服力的價值主張(Value Proposition)   運用品牌、敘事與創意設計產品與服務   以 No-Code / AI 工具快速打造 MVP   以數據與實驗驅動 Go-to-Market 與成長   用創投邏輯完成一場「可被投資的」創業提案      學生將以分組形式;從第 1 週開始發展創業專題;並在學期末進行 Final Pitch Demo Day;由業界創投與創業者擔任評審。  """,,,,8,11,0,中文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,助理教授,3,男性,1,行銷及廣告細學類,04143,否,0,無,0,否,0,,19,中文,,五234,研究250419,1,402109-00-1,0
